STATE,SALES_MONTH,CATEGORY_GROUP,TOTAL_DOLLARS
South Dakota,2024-08-01,Edibles,681272.88
Puerto Rico,2024-08-01,Other,450881.59
Saskatchewan,2024-08-01,Vapes,3017026.76
Delaware,2024-08-01,Vapes,880254.58
New Brunswick,2024-08-01,Flower,724995.52
Nova Scotia,2024-08-01,Pre-Rolls,14136.64
Manitoba,2024-08-01,Edibles,1111786.97
California,2024-08-01,Flower,114621354.78
California,2024-08-01,Edibles,37876787.08
Yukon,2024-08-01,Other,9762.36
Washington,2024-08-01,Other,2484824.83
Illinois,2024-08-01,Vapes,38134824.27
Montana,2024-08-01,Concentrates,2938873.12
Rhode Island,2024-08-01,Concentrates,311952.29
New York,2024-08-01,Pre-Rolls,17414701.68
North Dakota,2024-08-01,Flower,635934.90
Utah,2024-08-01,Concentrates,417321.22
New York,2024-08-01,Edibles,13913727.20
Yukon,2024-08-01,Flower,43831.74
Pennsylvania,2024-08-01,Flower,51551817.14
Michigan,2024-08-01,Vapes,57351389.58
Yukon,2024-08-01,Pre-Rolls,87855.16
New Hampshire,2024-08-01,Concentrates,56540.40
Newfoundland and Labrador,2024-08-01,Vapes,684577.08
Colorado,2024-08-01,Flower,41248716.57
Saskatchewan,2024-08-01,Concentrates,363053.34
Missouri,2024-08-01,Other,2325032.86
Washington,2024-08-01,Pre-Rolls,16302633.17
Maine,2024-08-01,Concentrates,3486601.42
Arkansas,2024-08-01,Vapes,5405687.90
Michigan,2024-08-01,Edibles,25759484.52
New Hampshire,2024-08-01,Vapes,252172.57
Florida,2024-08-01,Edibles,15628989.17
New York,2024-08-01,Vapes,26494320.91
Oregon,2024-08-01,Edibles,11745540.87
Oklahoma,2024-08-01,Concentrates,14214820.24
New Hampshire,2024-08-01,Pre-Rolls,171118.46
Arizona,2024-08-01,Edibles,9771410.06
North Carolina,2024-08-01,Other,14224.39
Nunavut,2024-08-01,Edibles,17972.29
New Hampshire,2024-08-01,Other,91397.57
Massachusetts,2024-08-01,Other,4346847.82
Florida,2024-08-01,Other,6874927.11
Florida,2024-08-01,Pre-Rolls,9520170.43
Rhode Island,2024-08-01,Other,125218.50
Newfoundland and Labrador,2024-08-01,Concentrates,350479.21
New Mexico,2024-08-01,Pre-Rolls,7989838.45
Illinois,2024-08-01,Concentrates,6999420.28
British Columbia,2024-08-01,Other,4363760.93
Massachusetts,2024-08-01,Flower,66811070.82
Utah,2024-08-01,Other,670246.92
Maryland,2024-08-01,Vapes,23462172.00
Louisiana,2024-08-01,Other,385265.23
North Carolina,2024-08-01,Pre-Rolls,81151.09
Connecticut,2024-08-01,Flower,8143412.14
Arkansas,2024-08-01,Concentrates,1936061.92
New York,2024-08-01,Flower,34212567.33
New Mexico,2024-08-01,Flower,21796144.55
Maine,2024-08-01,Pre-Rolls,7122745.00
Alberta,2024-08-01,Concentrates,2953471.81
New York,2024-08-01,Concentrates,2815604.40
Nevada,2024-08-01,Other,1927827.87
Ohio,2024-08-01,Edibles,12087935.73
Rhode Island,2024-08-01,Pre-Rolls,1589424.51
Pennsylvania,2024-08-01,Concentrates,7326745.13
New Hampshire,2024-08-01,Edibles,219094.82
Massachusetts,2024-08-01,Edibles,20883689.65
New Mexico,2024-09-01,Edibles,6742495.37
California,2024-09-01,Concentrates,24531980.27
Ontario,2024-09-01,Concentrates,6912907.03
Oklahoma,2024-09-01,Pre-Rolls,16451222.36
Manitoba,2024-09-01,Other,1018995.04
Colorado,2024-09-01,Concentrates,15488991.66
Manitoba,2024-09-01,Edibles,1018544.75
Massachusetts,2024-09-01,Vapes,31244344.38
New York,2024-09-01,Vapes,25676997.61
Texas,2024-09-01,Other,105495.80
Delaware,2024-09-01,Vapes,901956.49
Rhode Island,2024-09-01,Vapes,1399565.21
Texas,2024-09-01,Edibles,78179.81
Minnesota,2024-09-01,Concentrates,86962.40
Massachusetts,2024-09-01,Flower,62148433.30
Pennsylvania,2024-09-01,Pre-Rolls,1612.74
New Mexico,2024-09-01,Flower,19990235.88
Connecticut,2024-09-01,Pre-Rolls,2469085.57
Connecticut,2024-09-01,Flower,7725509.96
Virginia,2024-09-01,Concentrates,577517.12
Pennsylvania,2024-09-01,Other,2741950.48
Texas,2024-09-01,Vapes,5507.00
Maine,2024-09-01,Vapes,7766980.25
Oregon,2024-09-01,Flower,25193742.01
Alberta,2024-09-01,Pre-Rolls,19437010.84
Alaska,2024-09-01,Concentrates,1640903.31
Ohio,2024-09-01,Edibles,11061755.02
Alberta,2024-09-01,Other,4791640.54
Ohio,2024-09-01,Other,2211359.34
Saskatchewan,2024-09-01,Pre-Rolls,2436598.41
Florida,2024-09-01,Vapes,43725285.72
Pennsylvania,2024-09-01,Concentrates,6941361.21
Texas,2024-09-01,Flower,6674.39
Nova Scotia,2024-09-01,Vapes,488.42
Ontario,2024-09-01,Flower,69776306.67
Missouri,2024-09-01,Vapes,29449408.75
Manitoba,2024-09-01,Vapes,2462974.30
Minnesota,2024-09-01,Flower,2914843.01
Pennsylvania,2024-09-01,Edibles,4047666.70
Maryland,2024-09-01,Pre-Rolls,10134598.37
Louisiana,2024-09-01,Edibles,1314581.95
Iowa,2024-09-01,Edibles,49013.99
Vermont,2024-09-01,Edibles,1535742.50
New Jersey,2024-09-01,Vapes,23533516.40
Manitoba,2024-09-01,Pre-Rolls,3175286.42
Montana,2024-09-01,Flower,10320221.80
British Columbia,2024-09-01,Pre-Rolls,24331658.97
Missouri,2024-09-01,Pre-Rolls,14113680.01
Mississippi,2024-09-01,Other,280339.02
Newfoundland and Labrador,2024-09-01,Edibles,299162.30
Michigan,2024-09-01,Other,3016852.88
Washington,2024-09-01,Edibles,11152254.53
Puerto Rico,2024-09-01,Other,461943.40
Illinois,2024-09-01,Other,2706927.69
Ohio,2024-09-01,Concentrates,4030103.00
Arkansas,2024-09-01,Flower,11653322.60
Ohio,2024-09-01,Vapes,23063608.45
Virginia,2024-09-01,Edibles,1662320.42
Yukon,2024-09-01,Concentrates,21657.24
Saskatchewan,2024-09-01,Other,913395.98
Newfoundland and Labrador,2024-09-01,Concentrates,287653.80
Colorado,2024-09-01,Flower,39088275.27
New York,2024-09-01,Pre-Rolls,17457216.52
Saskatchewan,2024-09-01,Concentrates,355052.16
Florida,2024-09-01,Edibles,15592912.12
Nunavut,2024-09-01,Pre-Rolls,259286.53
Oregon,2024-09-01,Concentrates,7623472.77
Maine,2024-09-01,Concentrates,3309557.18
Ontario,2024-09-01,Vapes,31790131.33
Alaska,2024-09-01,Pre-Rolls,3934624.28
Utah,2024-09-01,Edibles,1810009.29
Colorado,2024-09-01,Edibles,19487871.33
Oregon,2024-09-01,Edibles,11275769.12
Nevada,2024-09-01,Pre-Rolls,9854581.41
South Dakota,2024-09-01,Vapes,1318112.91
New Jersey,2024-09-01,Flower,37535970.24
West Virginia,2024-09-01,Concentrates,1154779.57
Virginia,2024-09-01,Other,478157.02
West Virginia,2024-09-01,Vapes,2337298.26
Arizona,2024-09-01,Flower,33811515.10
Missouri,2024-09-01,Flower,51389355.19
Vermont,2024-09-01,Vapes,1970037.26
Washington,2024-09-01,Concentrates,7380854.16
Arizona,2024-09-01,Vapes,28363947.34
Hawaii,2024-09-01,Edibles,389182.67
Iowa,2024-09-01,Concentrates,108424.83
North Dakota,2024-09-01,Edibles,0.00
British Columbia,2024-09-01,Edibles,5307841.11
California,2024-09-01,Pre-Rolls,58049337.40
New Jersey,2024-09-01,Edibles,11013842.28
Vermont,2024-09-01,Other,549994.06
Oklahoma,2024-09-01,Edibles,13283667.22
Washington,2024-09-01,Other,2126963.74
Nova Scotia,2024-09-01,Flower,494858.54
South Dakota,2024-09-01,Flower,2203657.25
Alaska,2024-09-01,Flower,6792191.91
Rhode Island,2024-09-01,Flower,2802690.05
Nunavut,2024-09-01,Other,51822.77
Rhode Island,2024-09-01,Concentrates,302115.83
Louisiana,2024-09-01,Vapes,2478655.33
New Hampshire,2024-09-01,Vapes,239670.30
Delaware,2024-09-01,Concentrates,208725.72
Yukon,2024-09-01,Other,9943.05
California,2024-09-01,Vapes,96685713.57
Connecticut,2024-09-01,Other,672074.28
Hawaii,2024-09-01,Flower,957944.28
New Hampshire,2024-09-01,Edibles,189776.97
North Dakota,2024-09-01,Concentrates,114202.19
Alberta,2024-09-01,Flower,19333853.95
Missouri,2024-09-01,Other,2185850.57
Connecticut,2024-09-01,Concentrates,488356.96
Washington,2024-09-01,Vapes,25811650.40
Hawaii,2024-09-01,Vapes,1002461.37
Texas,2024-09-01,Pre-Rolls,3417.34
Colorado,2024-09-01,Other,4000493.13
New York,2024-09-01,Edibles,13341021.32
Colorado,2024-09-01,Pre-Rolls,10616338.17
Montana,2024-09-01,Pre-Rolls,3428638.70
North Dakota,2024-09-01,Vapes,546937.35
Connecticut,2024-09-01,Vapes,8957989.31
New Hampshire,2024-09-01,Flower,60745.74
Maryland,2024-09-01,Flower,46759675.17
Utah,2024-09-01,Pre-Rolls,2461.54
Illinois,2024-09-01,Edibles,16150913.40
Montana,2024-09-01,Vapes,6877801.66
Rhode Island,2024-09-01,Other,110910.44
South Dakota,2024-09-01,Edibles,608617.18
British Columbia,2024-09-01,Other,4123096.56
New Brunswick,2024-09-01,Edibles,173050.64
New Hampshire,2024-09-01,Other,72336.96
Minnesota,2024-09-01,Pre-Rolls,338601.31
California,2024-09-01,Edibles,36694024.99
Massachusetts,2024-09-01,Concentrates,5488001.62
Maine,2024-09-01,Edibles,6324250.43
New Mexico,2024-09-01,Pre-Rolls,7336162.64
Maine,2024-09-01,Flower,18317025.51
British Columbia,2024-09-01,Vapes,12794374.75
Oklahoma,2024-09-01,Concentrates,12884082.01
Ohio,2024-09-01,Flower,37622921.42
Mississippi,2024-09-01,Concentrates,503064.40
West Virginia,2024-09-01,Other,91188.95
Delaware,2024-09-01,Flower,856287.86
Delaware,2024-09-01,Edibles,225542.80
Hawaii,2024-09-01,Pre-Rolls,276756.68
Delaware,2024-09-01,Pre-Rolls,189591.31
Ohio,2024-09-01,Pre-Rolls,9297.35
Iowa,2024-09-01,Vapes,658539.15
California,2024-09-01,Flower,108578340.57
Puerto Rico,2024-09-01,Edibles,1163570.04
Minnesota,2024-09-01,Other,326606.47
Puerto Rico,2024-09-01,Concentrates,339196.77
District of Columbia,2024-09-01,Flower,1335830.13
Minnesota,2024-09-01,Vapes,1574946.78
Montana,2024-09-01,Edibles,3897900.45
Nevada,2024-09-01,Vapes,17844194.08
District of Columbia,2024-09-01,Other,218839.66
South Dakota,2024-09-01,Other,241042.46
Arizona,2024-09-01,Pre-Rolls,15791536.07
Louisiana,2024-09-01,Other,329561.39
Oklahoma,2024-09-01,Vapes,22645872.65
Ontario,2024-09-01,Edibles,12294079.01
Ontario,2024-09-01,Pre-Rolls,62764356.99
Michigan,2024-09-01,Edibles,24412324.91
Newfoundland and Labrador,2024-09-01,Other,378269.25
Saskatchewan,2024-09-01,Edibles,586971.66
Virginia,2024-09-01,Pre-Rolls,975397.93
Arizona,2024-09-01,Edibles,9582879.84
Manitoba,2024-09-01,Concentrates,442689.74
Alaska,2024-09-01,Other,954492.19
Connecticut,2024-09-01,Edibles,3324766.03
Colorado,2024-09-01,Vapes,25670885.03
Massachusetts,2024-09-01,Pre-Rolls,30703601.71
New Jersey,2024-09-01,Other,2272081.85
Minnesota,2024-09-01,Edibles,441964.34
New Jersey,2024-09-01,Concentrates,2200521.43
Oregon,2024-09-01,Vapes,21688036.55
Illinois,2024-09-01,Flower,56999507.36
Mississippi,2024-09-01,Pre-Rolls,514198.99
Alaska,2024-09-01,Vapes,4308464.51
Montana,2024-09-01,Other,1356010.85
Arkansas,2024-09-01,Vapes,4973349.86
Missouri,2024-09-01,Concentrates,5354992.92
Utah,2024-09-01,Concentrates,412695.00
Utah,2024-09-01,Vapes,5520731.06
New York,2024-09-01,Other,2862163.12
North Carolina,2024-09-01,Flower,895646.78
District of Columbia,2024-09-01,Concentrates,106163.51
North Carolina,2024-09-01,Other,98216.87
California,2024-09-01,Other,8143626.29
New Mexico,2024-09-01,Other,1325768.55
North Dakota,2024-09-01,Flower,594438.42
North Dakota,2024-09-01,Pre-Rolls,65400.76
Michigan,2024-09-01,Pre-Rolls,52055595.26
Illinois,2024-09-01,Concentrates,6701746.00
Alberta,2024-09-01,Edibles,4401238.14
Iowa,2024-09-01,Other,249054.17
Nevada,2024-09-01,Other,1816701.01
Hawaii,2024-09-01,Concentrates,342127.56
Vermont,2024-09-01,Concentrates,312138.06
Nova Scotia,2024-09-01,Concentrates,155176.19
Alberta,2024-09-01,Concentrates,2785057.05
Arkansas,2024-09-01,Concentrates,1727954.59
New York,2024-09-01,Concentrates,2688258.03
Nunavut,2024-09-01,Concentrates,43755.03
Puerto Rico,2024-09-01,Pre-Rolls,613796.22
New Jersey,2024-09-01,Pre-Rolls,13428689.81
Nova Scotia,2024-09-01,Pre-Rolls,1415.40
Montana,2024-09-01,Concentrates,2808903.75
Georgia,2024-09-01,Other,763280.43
North Carolina,2024-09-01,Concentrates,243868.61
Oregon,2024-09-01,Other,3130159.24
British Columbia,2024-09-01,Concentrates,2655921.56
British Columbia,2024-09-01,Flower,21584865.25
Illinois,2024-09-01,Pre-Rolls,12738976.94
Oregon,2024-09-01,Pre-Rolls,11402185.36
Massachusetts,2024-09-01,Edibles,18704840.33
New Brunswick,2024-09-01,Other,206262.49
North Carolina,2024-09-01,Vapes,878784.92
District of Columbia,2024-09-01,Edibles,253514.08
Maryland,2024-09-01,Vapes,21538957.39
West Virginia,2024-09-01,Flower,4661764.84
Pennsylvania,2024-09-01,Vapes,28508824.63
Pennsylvania,2024-09-01,Flower,51101995.40
North Dakota,2024-09-01,Other,88524.30
Oklahoma,2024-09-01,Flower,59143963.32
Newfoundland and Labrador,2024-09-01,Pre-Rolls,1146365.15
Alberta,2024-09-01,Vapes,15531480.30
Vermont,2024-09-01,Pre-Rolls,2660985.22
Nevada,2024-09-01,Edibles,8506517.73
New Hampshire,2024-09-01,Pre-Rolls,149421.86
Nevada,2024-09-01,Concentrates,3483395.89
New Hampshire,2024-09-01,Concentrates,46023.11
Nova Scotia,2024-09-01,Other,1884.98
Maine,2024-09-01,Other,925427.66
New York,2024-09-01,Flower,32143394.98
Florida,2024-09-01,Other,7139850.53
Puerto Rico,2024-09-01,Vapes,1978305.82
North Carolina,2024-09-01,Edibles,550181.32
Nunavut,2024-09-01,Edibles,15155.93
Washington,2024-09-01,Pre-Rolls,14967122.49
Mississippi,2024-09-01,Flower,5744032.16
Alaska,2024-09-01,Edibles,2080518.17
Saskatchewan,2024-09-01,Flower,4493768.84
Illinois,2024-09-01,Vapes,36228652.66
Rhode Island,2024-09-01,Pre-Rolls,1537390.18
Arkansas,2024-09-01,Edibles,3280103.21
Saskatchewan,2024-09-01,Vapes,2984371.40
District of Columbia,2024-09-01,Vapes,536203.32
Virginia,2024-09-01,Vapes,3825397.75
West Virginia,2024-09-01,Edibles,0.00
Oklahoma,2024-09-01,Other,5526971.93
Maryland,2024-09-01,Concentrates,4321095.73
Utah,2024-09-01,Other,592673.61
Newfoundland and Labrador,2024-09-01,Vapes,968865.32
Louisiana,2024-09-01,Flower,4611074.97
Arizona,2024-09-01,Other,1032607.12
Missouri,2024-09-01,Edibles,16087617.69
Michigan,2024-09-01,Vapes,54468024.60
Manitoba,2024-09-01,Flower,4616951.68
Florida,2024-09-01,Concentrates,12940232.96
Michigan,2024-09-01,Flower,115977800.26
Hawaii,2024-09-01,Other,188522.20
Yukon,2024-09-01,Flower,45119.19
New Brunswick,2024-09-01,Flower,587488.64
Yukon,2024-09-01,Vapes,44736.06
Michigan,2024-09-01,Concentrates,18802061.51
Maryland,2024-09-01,Other,1120910.90
Puerto Rico,2024-09-01,Flower,30881445.17
Maine,2024-09-01,Pre-Rolls,7358039.00
Utah,2024-09-01,Flower,5633036.53
Massachusetts,2024-09-01,Other,3956746.77
Rhode Island,2024-09-01,Edibles,1157435.55
Vermont,2024-09-01,Flower,5301001.93
Nunavut,2024-09-01,Vapes,156910.30
Nevada,2024-09-01,Flower,25268758.01
District of Columbia,2024-09-01,Pre-Rolls,296323.82
Yukon,2024-09-01,Pre-Rolls,82484.19
Florida,2024-09-01,Flower,82635732.41
New Brunswick,2024-09-01,Vapes,327379.82
South Dakota,2024-09-01,Concentrates,445401.81
South Dakota,2024-09-01,Pre-Rolls,640483.32
Georgia,2024-09-01,Edibles,68301.34
Nunavut,2024-09-01,Flower,355758.33
Louisiana,2024-09-01,Concentrates,272368.83
North Carolina,2024-09-01,Pre-Rolls,395326.01
Nova Scotia,2024-09-01,Edibles,9603.72
New Mexico,2024-09-01,Vapes,9797528.59
Yukon,2024-09-01,Edibles,11072.28
New Mexico,2024-09-01,Concentrates,2130993.75
Maryland,2024-09-01,Edibles,9759303.01
Mississippi,2024-09-01,Vapes,1642919.97
Arizona,2024-09-01,Concentrates,6160238.17
Florida,2024-09-01,Pre-Rolls,9322689.83
Arkansas,2024-09-01,Other,306108.66
Mississippi,2024-09-01,Edibles,1485332.69
Louisiana,2024-09-01,Pre-Rolls,1107467.55
New Brunswick,2024-09-01,Concentrates,74553.93
Texas,2024-09-01,Concentrates,1541.19
New Brunswick,2024-09-01,Pre-Rolls,570104.50
Arkansas,2024-09-01,Pre-Rolls,28542.79
Ontario,2024-09-01,Other,12481999.35
Washington,2024-09-01,Flower,22303690.50
Delaware,2024-09-01,Other,162745.25
Newfoundland and Labrador,2024-09-01,Flower,1767719.47
Virginia,2024-09-01,Flower,6405464.93
Rhode Island,2024-10-01,Other,110746.37
Alberta,2024-10-01,Concentrates,2764852.35
Minnesota,2024-10-01,Flower,3181461.66
North Dakota,2024-10-01,Edibles,0.00
Michigan,2024-10-01,Other,3185837.89
New Jersey,2024-10-01,Vapes,25646190.20
New Jersey,2024-10-01,Concentrates,2190710.15
Minnesota,2024-10-01,Concentrates,73954.55
Texas,2024-10-01,Flower,5594.84
British Columbia,2024-10-01,Other,4157284.88
West Virginia,2024-10-01,Edibles,0.00
California,2024-10-01,Vapes,99564868.41
Massachusetts,2024-10-01,Concentrates,5573991.48
Nevada,2024-10-01,Pre-Rolls,10255058.03
Oregon,2024-10-01,Other,3188387.79
Maryland,2024-10-01,Pre-Rolls,10420467.73
District of Columbia,2024-10-01,Edibles,357459.10
District of Columbia,2024-10-01,Pre-Rolls,328198.25
Arizona,2024-10-01,Other,1106616.67
Oklahoma,2024-10-01,Other,4914320.41
New Hampshire,2024-10-01,Concentrates,60041.87
Massachusetts,2024-10-01,Vapes,32659219.57
Nevada,2024-10-01,Flower,25713906.59
New Brunswick,2024-10-01,Vapes,331525.21
Ontario,2024-10-01,Other,12221904.99
Washington,2024-10-01,Pre-Rolls,15722664.30
Nevada,2024-10-01,Vapes,18440580.22
Alaska,2024-10-01,Edibles,2101564.59
Connecticut,2024-10-01,Edibles,3407330.83
Pennsylvania,2024-10-01,Vapes,28619218.45
Mississippi,2024-10-01,Flower,6453207.77
British Columbia,2024-10-01,Pre-Rolls,23734250.04
Newfoundland and Labrador,2024-10-01,Vapes,1097204.01
Arkansas,2024-10-01,Concentrates,1764715.91
Delaware,2024-10-01,Flower,814033.78
Utah,2024-10-01,Pre-Rolls,1837.33
Rhode Island,2024-10-01,Pre-Rolls,1558970.83
Missouri,2024-10-01,Edibles,17120654.51
Arkansas,2024-10-01,Pre-Rolls,61004.41
Texas,2024-10-01,Edibles,89320.39
Virginia,2024-10-01,Pre-Rolls,943283.00
Louisiana,2024-10-01,Vapes,2385782.57
Colorado,2024-10-01,Pre-Rolls,10559205.66
Nova Scotia,2024-10-01,Pre-Rolls,1491.40
Virginia,2024-10-01,Flower,6211154.42
New Mexico,2024-10-01,Pre-Rolls,7516773.44
Michigan,2024-10-01,Vapes,56610791.05
Vermont,2024-10-01,Pre-Rolls,2556290.62
Nova Scotia,2024-10-01,Vapes,514.96
Delaware,2024-10-01,Edibles,238819.47
Colorado,2024-10-01,Edibles,19672324.68
Hawaii,2024-10-01,Vapes,1047659.35
New Brunswick,2024-10-01,Edibles,185789.00
Missouri,2024-10-01,Flower,53241863.39
Rhode Island,2024-10-01,Edibles,1120017.25
New Brunswick,2024-10-01,Concentrates,63320.13
Utah,2024-10-01,Concentrates,411353.52
Pennsylvania,2024-10-01,Pre-Rolls,1633.20
Illinois,2024-10-01,Other,2774972.56
Manitoba,2024-10-01,Flower,4867813.07
New Mexico,2024-10-01,Flower,20049880.45
Louisiana,2024-10-01,Pre-Rolls,1218578.48
California,2024-10-01,Pre-Rolls,60872146.21
New York,2024-10-01,Flower,34074718.40
Vermont,2024-10-01,Flower,4975079.56
Connecticut,2024-10-01,Concentrates,483394.74
Arkansas,2024-10-01,Other,346038.84
Rhode Island,2024-10-01,Vapes,1305083.92
Pennsylvania,2024-10-01,Concentrates,6684502.71
Yukon,2024-10-01,Flower,43758.35
New Brunswick,2024-10-01,Pre-Rolls,544026.92
Pennsylvania,2024-10-01,Flower,51765962.00
New Jersey,2024-10-01,Flower,39119022.42
North Carolina,2024-10-01,Edibles,792271.23
Washington,2024-10-01,Flower,23867338.66
Ontario,2024-10-01,Flower,66863946.80
California,2024-10-01,Concentrates,23442023.99
Oregon,2024-10-01,Concentrates,7909470.68
Utah,2024-10-01,Edibles,1844915.69
Hawaii,2024-10-01,Other,199317.87
Alaska,2024-10-01,Other,941236.64
Saskatchewan,2024-10-01,Pre-Rolls,2490964.31
Florida,2024-10-01,Concentrates,11467161.92
New Mexico,2024-10-01,Other,1378235.35
Michigan,2024-10-01,Edibles,27962573.24
Alaska,2024-10-01,Concentrates,1653642.23
New Hampshire,2024-10-01,Flower,228215.88
Michigan,2024-10-01,Flower,111003746.86
Maine,2024-10-01,Pre-Rolls,7470864.76
Florida,2024-10-01,Edibles,16145174.01
Florida,2024-10-01,Flower,81581820.36
North Carolina,2024-10-01,Pre-Rolls,546859.03
Nunavut,2024-10-01,Concentrates,66673.95
Ohio,2024-10-01,Concentrates,4102683.01
Rhode Island,2024-10-01,Concentrates,292513.51
Maryland,2024-10-01,Edibles,10117943.43
Puerto Rico,2024-10-01,Flower,28700796.10
Ohio,2024-10-01,Flower,38369132.12
Maine,2024-10-01,Flower,16959759.85
Manitoba,2024-10-01,Edibles,1060163.34
Maine,2024-10-01,Other,905329.70
Newfoundland and Labrador,2024-10-01,Concentrates,292394.31
West Virginia,2024-10-01,Flower,4347881.64
North Dakota,2024-10-01,Pre-Rolls,71527.00
Ohio,2024-10-01,Edibles,11573141.57
Iowa,2024-10-01,Edibles,51928.45
North Dakota,2024-10-01,Vapes,602181.39
District of Columbia,2024-10-01,Other,234547.43
Alberta,2024-10-01,Other,4900495.37
Hawaii,2024-10-01,Concentrates,352380.69
New Mexico,2024-10-01,Vapes,10456822.46
Louisiana,2024-10-01,Concentrates,298001.90
Virginia,2024-10-01,Other,438524.38
West Virginia,2024-10-01,Other,95191.19
Oklahoma,2024-10-01,Pre-Rolls,15531938.12
Washington,2024-10-01,Edibles,11884762.20
Connecticut,2024-10-01,Vapes,9304672.74
South Dakota,2024-10-01,Pre-Rolls,704421.51
New York,2024-10-01,Edibles,15103259.96
Louisiana,2024-10-01,Edibles,1314661.90
New Jersey,2024-10-01,Pre-Rolls,14465310.51
Arkansas,2024-10-01,Vapes,5049931.45
Newfoundland and Labrador,2024-10-01,Flower,1862818.57
Nova Scotia,2024-10-01,Edibles,10120.22
Iowa,2024-10-01,Other,253607.68
Vermont,2024-10-01,Other,585139.79
Washington,2024-10-01,Concentrates,7651960.18
Ontario,2024-10-01,Pre-Rolls,60433864.42
Saskatchewan,2024-10-01,Other,885056.83
Mississippi,2024-10-01,Concentrates,530932.66
Oklahoma,2024-10-01,Vapes,21189375.84
British Columbia,2024-10-01,Edibles,5251285.78
British Columbia,2024-10-01,Vapes,12864472.64
Louisiana,2024-10-01,Flower,4528259.22
Arkansas,2024-10-01,Edibles,3554659.94
Virginia,2024-10-01,Vapes,3807837.09
Montana,2024-10-01,Pre-Rolls,3379629.53
Manitoba,2024-10-01,Vapes,2598074.32
Hawaii,2024-10-01,Flower,960700.95
Texas,2024-10-01,Pre-Rolls,3245.56
Arizona,2024-10-01,Pre-Rolls,17515648.21
North Dakota,2024-10-01,Concentrates,131347.22
Newfoundland and Labrador,2024-10-01,Pre-Rolls,1180126.76
Illinois,2024-10-01,Vapes,37350805.36
Minnesota,2024-10-01,Vapes,1697180.13
Maryland,2024-10-01,Concentrates,4136875.01
Connecticut,2024-10-01,Other,688027.25
Hawaii,2024-10-01,Edibles,428060.59
Washington,2024-10-01,Other,2169049.51
Nunavut,2024-10-01,Vapes,241044.23
Missouri,2024-10-01,Other,2209093.53
Virginia,2024-10-01,Edibles,1784079.21
Puerto Rico,2024-10-01,Edibles,1175083.49
Oregon,2024-10-01,Pre-Rolls,11530904.71
Delaware,2024-10-01,Vapes,836993.92
Massachusetts,2024-10-01,Flower,62371271.35
Ohio,2024-10-01,Pre-Rolls,9282.60
Ontario,2024-10-01,Concentrates,6834885.97
New Jersey,2024-10-01,Edibles,12235763.20
Virginia,2024-10-01,Concentrates,599699.17
North Carolina,2024-10-01,Other,136401.04
Manitoba,2024-10-01,Concentrates,477250.76
British Columbia,2024-10-01,Concentrates,2675490.56
Yukon,2024-10-01,Other,11285.82
South Dakota,2024-10-01,Concentrates,450310.00
Delaware,2024-10-01,Pre-Rolls,192214.42
Yukon,2024-10-01,Pre-Rolls,82509.80
New Hampshire,2024-10-01,Pre-Rolls,159823.00
Texas,2024-10-01,Concentrates,1198.17
Colorado,2024-10-01,Flower,38729501.62
Colorado,2024-10-01,Vapes,25922481.25
Nevada,2024-10-01,Concentrates,3553708.01
Oregon,2024-10-01,Vapes,22288768.40
New Brunswick,2024-10-01,Flower,567062.06
Utah,2024-10-01,Flower,5757352.74
Massachusetts,2024-10-01,Other,4058595.47
Nunavut,2024-10-01,Pre-Rolls,335782.15
South Dakota,2024-10-01,Vapes,1341274.57
Alberta,2024-10-01,Vapes,15864563.03
Vermont,2024-10-01,Concentrates,332127.93
Illinois,2024-10-01,Flower,57336981.28
Nunavut,2024-10-01,Flower,409838.75
South Dakota,2024-10-01,Edibles,576190.79
Oklahoma,2024-10-01,Edibles,11987288.02
Maine,2024-10-01,Concentrates,3372677.45
Maine,2024-10-01,Edibles,6153014.68
Arizona,2024-10-01,Flower,36724482.83
Massachusetts,2024-10-01,Edibles,19523135.53
Ohio,2024-10-01,Other,2176324.77
Ohio,2024-10-01,Vapes,24027564.76
Nunavut,2024-10-01,Edibles,14846.88
Michigan,2024-10-01,Pre-Rolls,53405991.79
Illinois,2024-10-01,Concentrates,6830460.13
California,2024-10-01,Flower,115497261.70
Colorado,2024-10-01,Concentrates,16365771.84
Missouri,2024-10-01,Pre-Rolls,14789430.89
Rhode Island,2024-10-01,Flower,2916540.44
District of Columbia,2024-10-01,Vapes,484382.91
Oregon,2024-10-01,Flower,25170018.24
Maine,2024-10-01,Vapes,7698498.63
Alaska,2024-10-01,Vapes,4563454.11
Minnesota,2024-10-01,Edibles,567268.91
Puerto Rico,2024-10-01,Other,396123.33
Michigan,2024-10-01,Concentrates,18211318.06
Mississippi,2024-10-01,Pre-Rolls,585335.83
North Carolina,2024-10-01,Flower,940965.26
Florida,2024-10-01,Other,7293620.08
Maryland,2024-10-01,Flower,48684681.60
Nunavut,2024-10-01,Other,46463.22
Mississippi,2024-10-01,Other,310297.32
Montana,2024-10-01,Flower,10626584.76
Saskatchewan,2024-10-01,Concentrates,365496.28
Minnesota,2024-10-01,Pre-Rolls,472260.79
Utah,2024-10-01,Other,578160.61
Nevada,2024-10-01,Edibles,8877011.76
Delaware,2024-10-01,Other,163320.83
Newfoundland and Labrador,2024-10-01,Edibles,370388.00
Puerto Rico,2024-10-01,Pre-Rolls,7538.82
